query_id,query_category,doc_id,doc_category,doc_title,relevance
12858898,FINANCE,3902880432,Finance,"Property Accountant, Hybrid (80K-85K+Bonus)",1
12858898,FINANCE,3902396753,Finance,Director of Finance,3
12858898,FINANCE,3901395020,Finance,Finance Manager,3
12858898,FINANCE,3905335643,Finance,Financial Planner,1
12858898,FINANCE,3891287679,Finance,Patient Financial Specialist I,0
12858898,FINANCE,3905295835,Finance,Senior Accounting Manager,1
12858898,FINANCE,3902840898,Finance,Financial Advisor,1
12858898,FINANCE,3901376572,Finance,Finance Specialist Internship (Buffalo NY),1
12858898,FINANCE,3904962275,Other,Chief Experience and Innovation Officer,0
12858898,FINANCE,3906226610,Engineering,DevOps Engineer,0
12858898,FINANCE,3891281832,Other,"Information Systems Security Officer (ISSO) - early career - onsite McKinney, TX",0
12858898,FINANCE,3894561931,Sales,Wireless Sales Pro,0
12858898,FINANCE,3886463761,Other,Physical Therapist Assistant (PTA),0
12858898,FINANCE,3903825824,Healthcare,Clinic Medical Director,0
12858898,FINANCE,3884434107,Sales,Business Development Representative (BDR) - Lead Finder,0
12858898,FINANCE,3887876171,Other,Volunteer: Ecuador ONG/NGO Research/Outreach Volunteer,0
12858898,FINANCE,3902766051,Management,Director IDD Industry,0
12858898,FINANCE,3894554028,Design,Designer III - Mechanical,0
17570634,CONSTRUCTION,3884433408,Construction,Senior Architect,1
17570634,CONSTRUCTION,3894299700,Construction,"Construction Inspector, Civil EIT",2
17570634,CONSTRUCTION,3899540622,Construction,Callidus CPQ Business Architect,0
17570634,CONSTRUCTION,3904502944,Construction,Cloud Architect,0
17570634,CONSTRUCTION,3891017300,Construction,Solution Architect - Payment (ISO 20022),0
17570634,CONSTRUCTION,3906250607,Construction,Solution Architect with P&C Insurance Exp,0
17570634,CONSTRUCTION,3906223958,Construction,PEGA Senior Business Architect,0
17570634,CONSTRUCTION,3902942603,Construction,Data Architect,0
17570634,CONSTRUCTION,3898162485,Construction,ETL Architect,0
17570634,CONSTRUCTION,3901946105,Construction,"Traveling Superintendent, Construction",2
17570634,CONSTRUCTION,3895536118,Other,Deli Helper Clerk,0
17570634,CONSTRUCTION,3900945115,Other,Contact Center Supervisor,0
17570634,CONSTRUCTION,3900981542,Education,SPED Teacher - IEP & Assessment Specialist,0
17570634,CONSTRUCTION,3902757077,Management,National Channel Business Manager - CDW (West),1
17570634,CONSTRUCTION,3905240276,Sales,Salesperson,0
17570634,CONSTRUCTION,3906248487,Design,I & E Designer,1
17570634,CONSTRUCTION,3895525216,Legal,Legal Assistant (Management Analyst I),0
17570634,CONSTRUCTION,3902349127,Other,Sprinkler Fitter,0
17570634,CONSTRUCTION,3903838955,Sales,Driver Sales Rep,0
17570634,CONSTRUCTION,3894548565,Other,Riversand MDM,0
85417107,HEALTHCARE,3905379430,Healthcare,Interim - Clinical Nurse Educator - ICU/ER - 836196,0
85417107,HEALTHCARE,3904960089,Healthcare,Registered Nurse (RN) | Cardiac Cath Lab - Contract - Days,0
85417107,HEALTHCARE,3891284823,Healthcare,"Senior Vice President, Operations - Holy Cross Health",1
85417107,HEALTHCARE,3898167000,Healthcare,FT Occupational Health Physician BC/BE,0
85417107,HEALTHCARE,3885857600,Healthcare,Emergency Medicine Physician - $300/hourly - $315/hourly,0
85417107,HEALTHCARE,3894400061,Healthcare,Clinical Pharmacy Specialist - KSP Specialty Pharmacy,0
85417107,HEALTHCARE,3895488769,Healthcare,Agency - Registered Nurse - Perinatal,0
85417107,HEALTHCARE,3904704455,Healthcare,Registered Nurse-Virtual Intensive Critical Care-Office Setting-Contingent-Midnights-Detroit,0
85417107,HEALTHCARE,3901994917,Healthcare,Nurse Assistant Med Surg,0
85417107,HEALTHCARE,3902785182,Healthcare,Emergency Medicine Physician,0
85417107,HEALTHCARE,3901344566,Management,"Director, Materials Management",0
85417107,HEALTHCARE,3903846539,Other,Custodial Worker - DoD Clearance,0
85417107,HEALTHCARE,3901634030,Engineering,Engineer-Transport - IV,0
85417107,HEALTHCARE,3888432783,Management,Senior Project Manager- Water,0
85417107,HEALTHCARE,3906226725,Other,Merchandiser - part time,0
85417107,HEALTHCARE,3905245828,Management,Branch Manager,1
85417107,HEALTHCARE,3904719456,Other,Evening Cook,0
85417107,HEALTHCARE,3884848017,Other,Capitation Specialist,1
85417107,HEALTHCARE,3903816227,Other,Training Specialist,1
85417107,HEALTHCARE,3905884791,Other,Litigation Associate,0
35990852,DESIGNER,3904931303,Design,CORPORATE PRODUCTION STAGE DESIGNER,0
35990852,DESIGNER,3898157747,Design,Founding Product Designer,1
35990852,DESIGNER,3902321564,Design,"Branding, Content Writer, SEO & Website Designer (Contract Position)",2
35990852,DESIGNER,3901993281,Design,Field Sales Account Executive (Single Market Luxury Manager),0
35990852,DESIGNER,3903813660,Design,Senior Creative Director,1
35990852,DESIGNER,3904994022,Design,Linux Systems Administrator,0
35990852,DESIGNER,3906224870,Design,UI/UX Designer,1
35990852,DESIGNER,3884821525,Design,Radiographic Technician,0
35990852,DESIGNER,3894913923,Design,Interior Designer,0
35990852,DESIGNER,3905367493,Design,Volunteer: Graphic Designer / PowerPoint Designer,0
35990852,DESIGNER,3889746251,Other,CERTIFIED NURSING ASSISTANT - WOODLANDS NURSING AND REHABILITATION CENTER,0
35990852,DESIGNER,3887706155,Management,"Volunteer: Arthritis Leadership Board - Be Part of the Movement (Glen Mills, PA)",0
35990852,DESIGNER,3906227710,Other,Wealth Specialist,0
35990852,DESIGNER,3906232592,Engineering,Collaboration Engineer,0
35990852,DESIGNER,3905852919,Management,Senior Digital Forensic Analyst (Team Leader),0
35990852,DESIGNER,3905290182,Other,Facility Controls Technician ,0
35990852,DESIGNER,3898160286,Other,EUC Information Systems Analyst,1
35990852,DESIGNER,3905300691,Other,"Line Runner (3rd shift, 11pm-7:30am)",0
35990852,DESIGNER,3903876763,Management,Product Manager (Underwriting & Delivery Modernization) – Remote,0
35990852,DESIGNER,3900081338,Other,Staff Chaplain Non-Exempt,0
17108676,ENGINEERING,3902357371,Engineering,Paralegal/Legal Assistant - (Westlaw Software Experience Required),0
17108676,ENGINEERING,3901354694,Engineering,Software Engineer,0
17108676,ENGINEERING,3901983820,Engineering,Senior Full-Stack Web Developer,0
17108676,ENGINEERING,3891073997,Engineering,Analog Design Engineer Internship,1
17108676,ENGINEERING,3864169730,Engineering,Manufacturing and Test Engineer,1
17108676,ENGINEERING,3887490752,Engineering,Senior Robotics Engineer,1
17108676,ENGINEERING,3889744774,Engineering,Senior Engineer,1
17108676,ENGINEERING,3901395598,Engineering,Dotnet Developer,0
17108676,ENGINEERING,3901953535,Engineering,"000198 - W2 Only - Data Engineer (Python, React, Hadoop & Cloud)",0
17108676,ENGINEERING,3887841256,Engineering,Manufacturing Process Engineer,1
17108676,ENGINEERING,3887498898,Sales,PRS Account Executive,0
17108676,ENGINEERING,3905600093,Other,"Patient Access Associate 2, BHMG Ortho South Miami, $1000 Bonus, FT, 8:30A-5P",0
17108676,ENGINEERING,3884917662,Other,Client Success Operations Associate,0
17108676,ENGINEERING,3903829355,Management,Senior Manager DSF,0
17108676,ENGINEERING,3891251521,Other,Truck Driver - Class A Hazmat - Penske Logistics,0
17108676,ENGINEERING,3901991755,Healthcare,"Sr. Professional Staff Nurse BSN (Part Time) Operating Room, UPMC Carlisle",0
17108676,ENGINEERING,3903821803,Other,Stocker - Full Time - $16.00 per hour 6am-2:30pm,0
17108676,ENGINEERING,3901379249,Other,Small Business Banker,0
17108676,ENGINEERING,3894549390,Other,Sr Systems Engr - Systems Security,0
17108676,ENGINEERING,3902731861,Management,Vice President Product Management,0
24083609,INFORMATION-TECHNOLOGY,3895232995,Information-Technology,IT Asset Specialist,1
24083609,INFORMATION-TECHNOLOGY,3888937201,Information-Technology,Credit Assistant Manager,0
24083609,INFORMATION-TECHNOLOGY,3905255333,Information-Technology,IT Business Consultant,1
24083609,INFORMATION-TECHNOLOGY,3901940057,Information-Technology,Information Technology Network Administrator,2
24083609,INFORMATION-TECHNOLOGY,3906245970,Information-Technology,Sr IT Service Desk Specialist,1
24083609,INFORMATION-TECHNOLOGY,3905326801,Information-Technology,Manager IT - Data Management (Remote),1
24083609,INFORMATION-TECHNOLOGY,3905295637,Information-Technology,Credit Officer II Corporate Banking,0
24083609,INFORMATION-TECHNOLOGY,3903870901,Information-Technology,Sr Manager – IT Business Partner and IT Process Leader (Sr IT Program Manager),1
24083609,INFORMATION-TECHNOLOGY,3902737564,Information-Technology,IT Analyst (CCW/CCWR),1
24083609,INFORMATION-TECHNOLOGY,3899534548,Information-Technology,Product Manager - Debit Card Platform Enhancement,0
24083609,INFORMATION-TECHNOLOGY,3899520374,Consulting,Search Consultant,0
24083609,INFORMATION-TECHNOLOGY,3905879482,Other,Employment Specialist ,0
24083609,INFORMATION-TECHNOLOGY,3887681316,Sales,Salesperson,0
24083609,INFORMATION-TECHNOLOGY,3904393476,Finance,System Gas Controller,0
24083609,INFORMATION-TECHNOLOGY,3904412353,Consulting,Executive Business Consultant,1
24083609,INFORMATION-TECHNOLOGY,3884435947,Other,Senior Copywriter (Beauty) - 79231,0
24083609,INFORMATION-TECHNOLOGY,3902360378,Management,Project Manager - W2 Only,1
24083609,INFORMATION-TECHNOLOGY,3900095347,Education,ECE Teacher (LBD) - Gutermuth School (2024-2025) Start Time 7:40,0
24083609,INFORMATION-TECHNOLOGY,3903839954,Management,"Retail Department Manager - Fifth Ave New York, 6525, New York City, NY",0
24083609,INFORMATION-TECHNOLOGY,3904386646,Other,Machinist 1st shift Vertical Mill,0
34953092,BANKING,3884431641,Finance,Financial Director,1
34953092,BANKING,3906233224,Finance,Senior Accountant,0
34953092,BANKING,3904923977,Finance,Refinery Analyst Accountant,1
34953092,BANKING,3903429938,Finance,Financial Aid Specialist,1
34953092,BANKING,3905854452,Finance,Senior Fund Accountant,1
34953092,BANKING,3894894282,Finance,"Accounting Intern, Product Support Accounting",1
34953092,BANKING,3902312855,Finance,Senior Accountant $90k-120K,1
34953092,BANKING,3905667414,Finance,Division Controller,1
34953092,BANKING,3902740064,Finance,"Strategic Finance, R&D",1
34953092,BANKING,3904384730,Finance,Administrative Assistant - Foundation and Accounting,0
34953092,BANKING,3894286601,Healthcare,Supervisor Clinic Office II-Occupational Health,0
34953092,BANKING,3886825992,Other,Science Research Mentor (all majors included),0
34953092,BANKING,3889740167,Healthcare,HOSPICE REGISTERED NURSE,0
34953092,BANKING,3905857438,Information-Technology,Senior Cybersecurity Triage Analyst,0
34953092,BANKING,3884818900,Engineering,Mechanical Engineer,0
34953092,BANKING,3901358473,Engineering,Infrastructure Engineer (Oracle DBA),0
34953092,BANKING,3901346924,Engineering,Electrical Engineer,0
34953092,BANKING,3900961606,Other,Front Desk Agent - Hilton Fort Worth,0
34953092,BANKING,3901625986,Healthcare,Regional Clinical Manager,0
34953092,BANKING,3900962322,Other, Guidewire Business Analyst,0
51508889,AUTOMOBILE,3904359969,Engineering,Senior Software Engineer,1
51508889,AUTOMOBILE,3887578127,Engineering,"Senior Software Engineer, Applied AI/ML, Audio/Video",0
51508889,AUTOMOBILE,3884439805,Engineering,Quality Engineer- Clojure,0
51508889,AUTOMOBILE,3905882072,Engineering,Cloud Network Engineer,0
51508889,AUTOMOBILE,3905827771,Engineering,Software Engineer,0
51508889,AUTOMOBILE,3902864760,Engineering,Manufacturing Process Engineer III,0
51508889,AUTOMOBILE,3891016122,Engineering,Frontend Developer,0
51508889,AUTOMOBILE,3906098521,Engineering,"Sr. QA Automation Engineer with  Selenium, C# and API",0
51508889,AUTOMOBILE,3904393156,Engineering,Cortez - Open Pit Engineer,0
51508889,AUTOMOBILE,3904717585,Engineering,Transmission Planning Engineer,0
51508889,AUTOMOBILE,3888400410,Information-Technology,Business Unit Leader [28269],1
51508889,AUTOMOBILE,3884823164,Healthcare,Nurse - LPN - LTC,0
51508889,AUTOMOBILE,3901944589,Other,Administrator / LNHA,0
51508889,AUTOMOBILE,3904943530,Management,Engagement Jewelry Category Manager,0
51508889,AUTOMOBILE,3898161031,Other,Housekeeping,0
51508889,AUTOMOBILE,3903463513,Management,Vice President Payment Integrity Operations,1
51508889,AUTOMOBILE,3901388239,Other,"VP, Client Experience",0
51508889,AUTOMOBILE,3905297608,Management,Machining Lead 2nd shift,0
51508889,AUTOMOBILE,3898164300,Other,Customer Service Representative,0
51508889,AUTOMOBILE,3902753557,Management,Veterinary Hospital Manager,0
59696315,BUSINESS-DEVELOPMENT,3887892388,Sales,Tableau Signature Success Sales Specialist,1
59696315,BUSINESS-DEVELOPMENT,3906225539,Sales,Client Sales Consultant,1
59696315,BUSINESS-DEVELOPMENT,3884836213,Sales,Account Executive,1
59696315,BUSINESS-DEVELOPMENT,3898166307,Sales,Healthcare Account Executive,1
59696315,BUSINESS-DEVELOPMENT,3905697461,Sales,PT Sales Associate Cashier,0
59696315,BUSINESS-DEVELOPMENT,3900940855,Sales,Outlet Sales Associate Key Part Time,0
59696315,BUSINESS-DEVELOPMENT,3902756908,Sales,Salesforce Application Architect,0
59696315,BUSINESS-DEVELOPMENT,3902922384,Sales,Assistant Branch Manager - Sales Manager Trainee,1
59696315,BUSINESS-DEVELOPMENT,3900965244,Sales,Business Development Representative,1
59696315,BUSINESS-DEVELOPMENT,3905252814,Sales,Catering Sales Executive,1
59696315,BUSINESS-DEVELOPMENT,3891274564,Other,Receptionist,0
59696315,BUSINESS-DEVELOPMENT,3888804569,Engineering,Electrical Design Release Engineer,0
59696315,BUSINESS-DEVELOPMENT,3884436924,Engineering,Senior Software Engineer,0
59696315,BUSINESS-DEVELOPMENT,3894286588,Other,Operations Coordinator,0
59696315,BUSINESS-DEVELOPMENT,3901379285,Management,"Regional Manager, Continuum of Care",1
59696315,BUSINESS-DEVELOPMENT,3906212763,Management,Manager of Policy Research and Development,0
59696315,BUSINESS-DEVELOPMENT,3904390291,Healthcare,LICENSED PRACTICAL NURSE - PINEHURST HEALTHCARE & REHABILITATION CENTER,0
59696315,BUSINESS-DEVELOPMENT,3902744974,Other,Registration Scheduling Specialist,0
59696315,BUSINESS-DEVELOPMENT,3903474545,Other,"Senior Physical Therapist (PT), Day Shift, Inpatient Rehabilitation",0
59696315,BUSINESS-DEVELOPMENT,3889752307,Other,Major Gifts Officer,1
99806115,APPAREL,3904722730,Other,Nursing Assistant Short Stay Unit,0
99806115,APPAREL,3904722380,Other,"Data Center Technician, Global Server Operations",0
99806115,APPAREL,3887861303,Other,Senior Supply Planner,0
99806115,APPAREL,3901949529,Other,"Administrative Services Assistant, Senior",0
99806115,APPAREL,3904578086,Other,Maintenance Technician,0
99806115,APPAREL,3903842658,Other,Cook - Denton Village - Full Time,0
99806115,APPAREL,3905332656,Other,"ED Tech (CNA), Night Shift, Emergency Department",0
99806115,APPAREL,3898167143,Other,Contracts Specialist,0
99806115,APPAREL,3906221603,Other,Large Animal Attendant - 3rd Shift,0
99806115,APPAREL,3901359122,Other,President/CEO,0
99806115,APPAREL,3902828719,HR,Entry Level Recruiter,1
99806115,APPAREL,3898163166,Finance,Financial Budget Analyst,0
99806115,APPAREL,3895596136,Engineering,Front End Drupal Developer,0
99806115,APPAREL,3902862154,Finance,Financial Analyst,0
99806115,APPAREL,3904579422,Finance,Senior Accountant - West Omaha Headquarters - One of Nebraska’s Best Corporations - HEMPHILL EXCLUSIVE!,0
99806115,APPAREL,3902349789,Sales,Salesperson,1
99806115,APPAREL,3894294713,HR,Entry Level Recruiter,1
99806115,APPAREL,3888828120,Sales,Entry Level Sales Trainee (Cincinnati),1
99806115,APPAREL,3901180105,Sales,PT Sales Associate,2
99806115,APPAREL,3894892615,Management,Xfinity Retail Assistant Store Manager,1
25128608,CHEF,3888025665,Other,SPEECH LANGUAGE PATHOLOGIST (SLP) - WOODLANDS NURSING AND REHABILITATION CENTER,0
25128608,CHEF,3900072216,Other,HVAC Controls Technician,0
25128608,CHEF,3901983890,Other,Accounts Payable Associate II (ALD),0
25128608,CHEF,3898173009,Other,"Chief People Officer (Remote in Boston, MA)",0
25128608,CHEF,3894874027,Other,Rehabilitation Technician - PRN Weekend |Clear Lake North,0
25128608,CHEF,3887998126,Other,Audio Visual Support Technician,0
25128608,CHEF,3902751989,Other,Speech Language Pathologist - SNF,0
25128608,CHEF,3903811872,Other,High Level Disinfection I,0
25128608,CHEF,3891285810,Other,On Call Chaplain,0
25128608,CHEF,3894862609,Other,Customer Onboarding Specialist,0
25128608,CHEF,3891005613,Engineering,Senior Broadcast Engineer,0
25128608,CHEF,3888020139,Finance,"Sr. Finance Manager, Strategic Finance (remote)",0
25128608,CHEF,3901938895,Finance,Staff Accountant,0
25128608,CHEF,3904939834,Consulting,Environmental Consultant,0
25128608,CHEF,3887936536,Healthcare,Registered Nurse II (ADN or BSN),0
25128608,CHEF,3906076103,Engineering,Software Team Lead,0
25128608,CHEF,3902352793,Management,Experienced Project Manager,0
25128608,CHEF,3906092467,Engineering,Senior Full Stack Engineer,0
25128608,CHEF,3887574649,Finance,Chief Financial Officer,0
25128608,CHEF,3902786588,Engineering,Project Automation Engineer II,0
28290448,PUBLIC-RELATIONS,3906257640,Marketing,Food Safety & Brand Standards Specialist,1
28290448,PUBLIC-RELATIONS,3891274385,Marketing,Marketing Coordinator (Remote),2
28290448,PUBLIC-RELATIONS,3901341733,Marketing,Marketing Specialist,2
28290448,PUBLIC-RELATIONS,3894567030,Marketing,Project Manager Specialist-Marketing (Hybrid),1
28290448,PUBLIC-RELATIONS,3906245904,Marketing,Consumer Marketing Specialist,1
28290448,PUBLIC-RELATIONS,3901937625,Marketing,Marketing & Social Media Coordinator,2
28290448,PUBLIC-RELATIONS,3885104198,Marketing,Brand Ambassador - Demonstrators and Product Promoters,1
28290448,PUBLIC-RELATIONS,3891071515,Marketing,Social Media Marketing Specialist,2
28290448,PUBLIC-RELATIONS,3905363385,Marketing,Marketing Manager,2
28290448,PUBLIC-RELATIONS,3895536039,Marketing,Brand Director,1
28290448,PUBLIC-RELATIONS,3889130557,Other,EVS Technician,0
28290448,PUBLIC-RELATIONS,3905301822,Management,Regional Director of Revenue Management,0
28290448,PUBLIC-RELATIONS,3902356322,Legal,Attorney,0
28290448,PUBLIC-RELATIONS,3902860946,Other,Staff RN - ICU,0
28290448,PUBLIC-RELATIONS,3904390328,Management,Director – {DB7440456},0
28290448,PUBLIC-RELATIONS,3901391423,Other,H&H Field Support Analyst,0
